INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목001', '방명록내용001', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목222', '방명록내용222', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목223', '방명록내용223', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목224', '방명록내용224', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목225', '방명록내용225', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목226', '방명록내용226', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목227', '방명록내용227', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목228', '방명록내용228', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목229', '방명록내용229', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목230', '방명록내용230', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목231', '방명록내용231', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목232', '방명록내용232', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목233', '방명록내용233', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목234', '방명록내용234', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목235', '방명록내용235', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목236', '방명록내용236', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목237', '방명록내용237', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목238', '방명록내용238', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목239', '방명록내용239', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목240', '방명록내용240', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목241', '방명록내용241', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목242', '방명록내용242', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목243', '방명록내용243', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목244', '방명록내용244', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목245', '방명록내용245', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목246', '방명록내용246', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목247', '방명록내용247', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목248', '방명록내용248', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목249', '방명록내용249', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목250', '방명록내용250', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목251', '방명록내용251', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목252', '방명록내용252', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목253', '방명록내용253', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목254', '방명록내용254', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목255', '방명록내용255', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목256', '방명록내용256', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목257', '방명록내용257', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목258', '방명록내용258', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목259', '방명록내용259', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목260', '방명록내용260', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목261', '방명록내용261', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목262', '방명록내용262', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목263', '방명록내용263', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목264', '방명록내용264', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목265', '방명록내용265', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목266', '방명록내용266', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목267', '방명록내용267', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목268', '방명록내용268', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목269', '방명록내용269', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목270', '방명록내용270', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목271', '방명록내용271', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목272', '방명록내용272', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목273', '방명록내용273', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목274', '방명록내용274', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목275', '방명록내용275', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목276', '방명록내용276', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목277', '방명록내용277', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목278', '방명록내용278', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목279', '방명록내용279', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목280', '방명록내용280', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목281', '방명록내용281', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목282', '방명록내용282', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목283', '방명록내용283', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목284', '방명록내용284', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목285', '방명록내용285', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목286', '방명록내용286', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목287', '방명록내용287', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목288', '방명록내용288', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목289', '방명록내용289', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목290', '방명록내용290', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목291', '방명록내용291', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목292', '방명록내용292', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목293', '방명록내용293', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목294', '방명록내용294', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목295', '방명록내용295', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목296', '방명록내용296', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목297', '방명록내용297', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목298', '방명록내용298', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목299', '방명록내용299', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목300', '방명록내용300', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목301', '방명록내용301', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목302', '방명록내용302', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목303', '방명록내용303', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목304', '방명록내용304', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목305', '방명록내용305', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목306', '방명록내용306', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목307', '방명록내용307', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목308', '방명록내용308', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목309', '방명록내용309', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목310', '방명록내용310', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목311', '방명록내용311', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목312', '방명록내용312', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목313', '방명록내용313', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목314', '방명록내용314', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목315', '방명록내용315', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목316', '방명록내용316', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목317', '방명록내용317', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목318', '방명록내용318', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목319', '방명록내용319', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목320', '방명록내용320', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목321', '방명록내용321', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목322', '방명록내용322', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목323', '방명록내용323', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목324', '방명록내용324', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목325', '방명록내용325', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목326', '방명록내용326', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목327', '방명록내용327', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목328', '방명록내용328', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목329', '방명록내용329', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목330', '방명록내용330', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목331', '방명록내용331', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목332', '방명록내용332', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목333', '방명록내용333', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목334', '방명록내용334', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목335', '방명록내용335', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목336', '방명록내용336', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목337', '방명록내용337', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목338', '방명록내용338', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목339', '방명록내용339', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목340', '방명록내용340', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목341', '방명록내용341', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목342', '방명록내용342', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목343', '방명록내용343', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목344', '방명록내용344', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목345', '방명록내용345', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목346', '방명록내용346', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목347', '방명록내용347', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목348', '방명록내용348', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목349', '방명록내용349', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목350', '방명록내용350', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목351', '방명록내용351', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목352', '방명록내용352', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목353', '방명록내용353', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목354', '방명록내용354', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목355', '방명록내용355', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목356', '방명록내용356', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목357', '방명록내용357', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목358', '방명록내용358', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목359', '방명록내용359', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목360', '방명록내용360', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목361', '방명록내용361', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목362', '방명록내용362', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목363', '방명록내용363', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목364', '방명록내용364', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목365', '방명록내용365', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목366', '방명록내용366', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목367', '방명록내용367', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목368', '방명록내용368', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목369', '방명록내용369', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목370', '방명록내용370', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목371', '방명록내용371', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목372', '방명록내용372', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목373', '방명록내용373', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목374', '방명록내용374', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목375', '방명록내용375', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목376', '방명록내용376', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목377', '방명록내용377', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목378', '방명록내용378', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목379', '방명록내용379', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목380', '방명록내용380', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목381', '방명록내용381', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목382', '방명록내용382', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목383', '방명록내용383', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목384', '방명록내용384', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목385', '방명록내용385', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목386', '방명록내용386', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목387', '방명록내용387', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목388', '방명록내용388', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목389', '방명록내용389', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목390', '방명록내용390', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목391', '방명록내용391', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목392', '방명록내용392', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목393', '방명록내용393', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목394', '방명록내용394', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목395', '방명록내용395', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목396', '방명록내용396', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목397', '방명록내용397', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목398', '방명록내용398', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목399', '방명록내용399', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목400', '방명록내용400', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목401', '방명록내용401', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목402', '방명록내용402', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목403', '방명록내용403', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목404', '방명록내용404', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목405', '방명록내용405', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목406', '방명록내용406', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목407', '방명록내용407', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목408', '방명록내용408', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목409', '방명록내용409', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목410', '방명록내용410', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목411', '방명록내용411', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목412', '방명록내용412', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목413', '방명록내용413', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목414', '방명록내용414', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목415', '방명록내용415', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목416', '방명록내용416', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목417', '방명록내용417', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목418', '방명록내용418', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목419', '방명록내용419', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목420', '방명록내용420', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목421', '방명록내용421', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목422', '방명록내용422', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목423', '방명록내용423', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목424', '방명록내용424', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목425', '방명록내용425', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목426', '방명록내용426', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목427', '방명록내용427', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목428', '방명록내용428', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목429', '방명록내용429', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목430', '방명록내용430', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목431', '방명록내용431', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목432', '방명록내용432', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목433', '방명록내용433', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목434', '방명록내용434', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목435', '방명록내용435', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목436', '방명록내용436', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목437', '방명록내용437', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목438', '방명록내용438', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목439', '방명록내용439', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목440', '방명록내용440', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목441', '방명록내용441', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목442', '방명록내용442', now(), 0);
